,val_loss,val_sparse_accuracy,loss,sparse_accuracy
0,13.439110586508127,0.78980525273824,49.218424241197816,0.6014354956843013
1,5.370783118339994,0.8641020065062262,10.201206215755922,0.7651808266689821
2,4.156816770252736,0.863443807201035,5.729328860172651,0.8203799248030809
3,3.48792072861337,0.868324174176314,4.505158449626297,0.842424145704715
4,3.6471741780022566,0.8715176114992197,3.7791654279179987,0.8527068184476373
5,3.141237478343853,0.8698196749774821,3.475279571553248,0.8677110932677045
6,3.422557102775866,0.8793187614239376,3.3415936406042275,0.8723280974810608
7,2.9879210570322243,0.8660312753176433,2.8693586405767197,0.8862949711908327
8,3.2420176436944907,0.8993958345233573,2.2395005019904146,0.8996130593765524
9,3.1922979537414737,0.904814551380473,1.9018831355203614,0.91087401366176
10,3.4541447684739306,0.9164941056216475,1.545343838589945,0.9204986684247188
11,3.402464895482085,0.9178085865689638,1.2027857078114341,0.9268427779333381
12,3.5184259206558623,0.9213466095705309,0.9948375412024311,0.9334507023700322
13,3.7192441500711952,0.9231859366159891,0.8357655040757157,0.9381773387508808
14,3.7624424172031934,0.9226126873474939,0.789394916694012,0.9422905239349618
15,3.945786154836097,0.9278825412848094,0.7489189974656487,0.9436162227377741
16,4.074746673359075,0.9282258040689583,0.6836446100603503,0.9472694828708806
17,4.174745672147088,0.9283125613221348,0.6743311037820678,0.947477868852253
18,4.281250378256735,0.9280208801967627,0.6583540166879529,0.9491734760079349
19,4.263659521777633,0.9312241745579297,0.6088457701662999,0.9504805484315322
20,4.4036258468219005,0.9295211977469429,0.5861082762696613,0.9512921793381823
21,4.501289590394515,0.9303194215980459,0.5503693892286975,0.953066569330621
22,4.48930021960739,0.9330314670733617,0.5477617150752315,0.9553457355923294
23,4.631739871242693,0.9327881055988178,0.5386088548789799,0.9557101308769436
24,4.777056460358647,0.9301107170753421,0.5277829613407099,0.9558037868313184
25,4.743362237994558,0.9344648359197935,0.4995168779006193,0.9566931347261057
26,5.056713555162205,0.9342321614759074,0.49604411571374707,0.9574415675554916
27,4.812008915049741,0.9354189179757836,0.482181505802281,0.9573614597802405
28,4.894530900587166,0.9342254831086256,0.474215386418826,0.95888868140519
29,4.811602945897334,0.930760542338694,0.46677294901136246,0.9591482005585753
30,4.92615214460294,0.9340040367923871,0.5047598493947266,0.9568988435096865
31,4.867534247875944,0.9367107493406416,0.4857056817896634,0.9577378191192398
32,5.191151652547886,0.9368413343546401,0.45743788074078634,0.9592089175503391
33,5.149959584655295,0.9358095377911835,0.4526510554739999,0.9608513678189912
34,4.57020821943765,0.9313075298737238,0.5248004030872953,0.9581289217177186
35,4.9727229159239785,0.9317649402078041,0.46624364054000655,0.9573712156680484
36,5.021060958208023,0.9309350512294273,0.48967523356069936,0.9571863972764875
37,4.749805571656863,0.932168625306572,0.4632934579082141,0.9577784346011539
38,5.153991500597453,0.934563605471373,0.42235541126857196,0.9587016679051429
39,5.142597497878724,0.9326025891084948,0.4410885940083787,0.9589234856510702
40,5.198961209739696,0.9327152570392965,0.47354242564596855,0.9564301997013601
41,5.26947626841196,0.9332911756465848,0.45010316294821984,0.9557311191805544
42,5.603502559077685,0.9349284185749831,0.39198174164385785,0.9609194454302591
